Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean
Artemas - if u think i'm pretty,71,,42,,2189170,110242905,Artemas,if u think i'm pretty,artemas,if u think i'm pretty
"Metro Boomin - Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",54,,13,,3068037,110211953,Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",metro boomin,"calling (spider-man: across the spider-verse) (metro boomin & swae lee, nav, feat. a boogie wit da hoodie)"
Taylor Swift - You’re Losing Me (From The Vault),55,3.0,1,(x2),6871881,110157894,Taylor Swift,You’re Losing Me (From The Vault),taylor swift,you’re losing me (from the vault)
Jax Jones - Where Did You Go?,113,,89,,1261568,110157150,Jax Jones,Where Did You Go?,jax jones,where did you go?
Hailee Steinfeld - Capital Letters,101,,31,,1724610,109934269,Hailee Steinfeld,Capital Letters,hailee steinfeld,capital letters
Chappell Roan - Casual,80,,109,,1555925,109634861,Chappell Roan,Casual,chappell roan,casual
Drake - Back To Back,282,,52,,566966,109537339,Drake,Back To Back,drake,back to back
Natanael Cano - Amapola,77,,79,,1756674,109502690,Natanael Cano,Amapola,natanael cano,amapola
Clave Especial - TU TU TU,69,,40,,2294894,109438925,Clave Especial,TU TU TU,clave especial,tu tu tu
F3miii - NOBLE,69,,37,,2365505,109433781,F3miii,NOBLE,f3miii,noble
Becky G - Shower,220,7.0,9,,991335,109416560,Becky G,Shower,becky g,shower
Enrique Iglesias - Bailando - Spanish Version,337,,37,,535074,109405316,Enrique Iglesias,Bailando - Spanish Version,enrique iglesias,bailando - spanish version
La Pantera - Cayó La Noche,102,,51,,1415975,109400475,La Pantera,Cayó La Noche,la pantera,cayó la noche
Harry Nach - Tak Tiki Tak,119,,69,,1193969,109364878,Harry Nach,Tak Tiki Tak,harry nach,tak tiki tak
Harry Styles - Daylight,63,4.0,7,,7150350,109292793,Harry Styles,Daylight,harry styles,daylight
Lady Gaga - Just Dance,85,,77,,1727039,109272584,Lady Gaga,Just Dance,lady gaga,just dance
ROSÉ - number one girl,64,,31,,3230275,109221306,ROSÉ,number one girl,rosé,number one girl
Paul McCartney - Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,76,2.0,10,,5040731,109215904,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,paul mccartney,wonderful christmastime [edited version] - remastered 2011 / edited version
eńau - Sesi Potret,57,,18,,2530153,109160143,eńau,Sesi Potret,eńau,sesi potret
"Olivia Rodrigo - 1 step forward, 3 steps back",73,,12,,4486549,109017878,Olivia Rodrigo,"1 step forward, 3 steps back",olivia rodrigo,"1 step forward, 3 steps back"
Naughty Boy - La La La,117,,53,,2317052,108951801,Naughty Boy,La La La,naughty boy,la la la
Nakama - DIA DELÍCIA,75,,85,,1679624,108930947,Nakama,DIA DELÍCIA,nakama,dia delícia
LISA - LALISA,70,,15,,3253193,108900615,LISA,LALISA,lisa,lalisa
Jeremy Zucker - comethru,145,,104,,883176,108588995,Jeremy Zucker,comethru,jeremy zucker,comethru
5 Seconds of Summer - Teeth,103,,46,,1469182,108588312,5 Seconds of Summer,Teeth,5 seconds of summer,teeth
Oscar Maydon - Volver Al Futuro,65,,34,,2671627,108544664,Oscar Maydon,Volver Al Futuro,oscar maydon,volver al futuro
Bad Bunny - Un Verano Sin Ti,83,,16,,5731167,108478318,Bad Bunny,Un Verano Sin Ti,bad bunny,un verano sin ti
Sech - Sal y Perrea,101,,51,,1608354,108123209,Sech,Sal y Perrea,sech,sal y perrea
Linkin Park - Faint,74,,52,,2144037,108114352,Linkin Park,Faint,linkin park,faint
SZA - Love Galore,156,,69,,950584,108025626,SZA,Love Galore,sza,love galore
Drake - Gyalchester,116,2.0,9,,3315968,107872095,Drake,Gyalchester,drake,gyalchester
KAROL G - Créeme,141,,106,,945405,107814358,KAROL G,Créeme,karol g,créeme
Maroon 5 - Wait,141,,51,,1306473,107706462,Maroon 5,Wait,maroon 5,wait
BTS - Yet To Come,57,7.0,3,(x1),7178605,107685238,BTS,Yet To Come,bts,yet to come
"Alan Walker - Alone, Pt. II",128,,77,,1137237,107668921,Alan Walker,"Alone, Pt. II",alan walker,"alone, pt. ii"
5 Seconds of Summer - Easier,93,,21,,2205364,107659347,5 Seconds of Summer,Easier,5 seconds of summer,easier
The Kid LAROI - GO,116,,54,,1483718,107295209,The Kid LAROI,GO,the kid laroi,go
Eminem - Venom - Music From The Motion Picture,110,,32,,2209058,107150723,Eminem,Venom - Music From The Motion Picture,eminem,venom - music from the motion picture
Selena Gomez - Rare,61,1.0,10,,4003549,107085286,Selena Gomez,Rare,selena gomez,rare
Alex Rose - Toda - Remix,143,,97,,910123,106922097,Alex Rose,Toda - Remix,alex rose,toda - remix
David Guetta - Lovers on the Sun,228,,12,,914672,106908709,David Guetta,Lovers on the Sun,david guetta,lovers on the sun
Dr. Dre - Still D.R.E.,97,,12,,2433712,106867195,Dr. Dre,Still D.R.E.,dr. dre,still d.r.e.
Zay Hilfigerrr - Juju On That Beat (TZ Anthem),121,,23,,1528643,106811570,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),zay hilfigerrr,juju on that beat (tz anthem)
Olivia Rodrigo - honeybee,33,8.0,4,,7067696,106770884,Olivia Rodrigo,honeybee,olivia rodrigo,honeybee
KAROL G - CONTIGO,61,,22,,2925642,106691375,KAROL G,CONTIGO,karol g,contigo
Mac Miller - Cinderella,56,,35,,2273352,106615824,Mac Miller,Cinderella,mac miller,cinderella
ZAYN - Still Got Time,121,,40,,1541323,106584089,ZAYN,Still Got Time,zayn,still got time
Bastille - Pompeii,374,,36,,553900,106469483,Bastille,Pompeii,bastille,pompeii
Peso Pluma - BYE,69,,32,,2400036,106415416,Peso Pluma,BYE,peso pluma,bye
J Balvin - Bobo,212,,67,,685054,106350031,J Balvin,Bobo,j balvin,bobo
Kylie Minogue - Santa Baby,85,,26,,4100668,106241952,Kylie Minogue,Santa Baby,kylie minogue,santa baby
AC/DC - You Shook Me All Night Long,81,,102,,1625887,106199374,AC/DC,You Shook Me All Night Long,ac/dc,you shook me all night long
Young Miko - offline,65,,57,,2192369,106183574,Young Miko,offline,young miko,offline
Chris Brown - Questions,118,,53,,1184330,106153302,Chris Brown,Questions,chris brown,questions
Michael Jackson - They Don't Care About Us,64,,49,,2172703,106090666,Michael Jackson,They Don't Care About Us,michael jackson,they don't care about us
Mabel - Mad Love,109,,52,,1394810,106004659,Mabel,Mad Love,mabel,mad love
R3HAB - All Around The World (La La La),108,,56,,1427495,105576121,R3HAB,All Around The World (La La La),r3hab,all around the world (la la la)
Natalie La Rose - Somebody,190,,26,,941751,105459222,Natalie La Rose,Somebody,natalie la rose,somebody
David Guetta - Don't Leave Me Alone,108,,40,,1585349,105427447,David Guetta,Don't Leave Me Alone,david guetta,don't leave me alone
Manuel Turizo - Esclavo de Tus Besos,112,,67,,1202104,105148236,Manuel Turizo,Esclavo de Tus Besos,manuel turizo,esclavo de tus besos
salem ilese - Mad at Disney,95,,40,,1540905,105030197,salem ilese,Mad at Disney,salem ilese,mad at disney
Kina - Can We Kiss Forever?,147,,131,,810719,104836137,Kina,Can We Kiss Forever?,kina,can we kiss forever?
Trinidad Cardona - Dinero,81,,31,,1967203,104791759,Trinidad Cardona,Dinero,trinidad cardona,dinero
Veigh - Novo Balanço,85,,103,,1469378,104730228,Veigh,Novo Balanço,veigh,novo balanço
Megan Thee Stallion - Thot Shit,86,,43,,1655764,104661215,Megan Thee Stallion,Thot Shit,megan thee stallion,thot shit
Lost Frequencies - Black Friday (pretty like the sun),68,,65,,1916546,104602371,Lost Frequencies,Black Friday (pretty like the sun),lost frequencies,black friday (pretty like the sun)
24kGoldn - CITY OF ANGELS,98,,52,,1357756,104503388,24kGoldn,CITY OF ANGELS,24kgoldn,city of angels
DJ Snake - You Know You Like It,235,,20,,1055618,104468128,DJ Snake,You Know You Like It,dj snake,you know you like it
Wisin & Yandel - Aullando,126,,98,,1004023,104407936,Wisin & Yandel,Aullando,wisin & yandel,aullando
Rihanna - S&M,82,,80,,1557255,104377113,Rihanna,S&M,rihanna,s&m
Don Toliver - Body,65,,18,,2921125,104353924,Don Toliver,Body,don toliver,body
Kendrick Lamar - ELEMENT.,112,2.0,5,,4084332,104346080,Kendrick Lamar,ELEMENT.,kendrick lamar,element.
Burna Boy - Last Last,99,,82,,1311848,104155138,Burna Boy,Last Last,burna boy,last last
Disclosure - Latch,333,,28,,582495,103949646,Disclosure,Latch,disclosure,latch
David Guetta - Crazy What Love Can Do,116,,94,,1122224,103913405,David Guetta,Crazy What Love Can Do,david guetta,crazy what love can do
Jess Glynne - Hold My Hand,227,,28,,931211,103850318,Jess Glynne,Hold My Hand,jess glynne,hold my hand
Billie Eilish - my strange addiction,94,,14,,3251040,103791287,Billie Eilish,my strange addiction,billie eilish,my strange addiction
Ozuna - Tú Foto,141,,65,,1042437,103769443,Ozuna,Tú Foto,ozuna,tú foto
Sebastian Yatra - Runaway,107,,54,,1342506,103747537,Sebastian Yatra,Runaway,sebastian yatra,runaway
Ashe - Moral of the Story,87,,33,,1979060,103744051,Ashe,Moral of the Story,ashe,moral of the story
Blxst - Chosen,109,,79,,1168824,103698222,Blxst,Chosen,blxst,chosen
Playboi Carti - RATHER LIE,42,7.0,3,(x1),7392291,103613638,Playboi Carti,RATHER LIE,playboi carti,rather lie
Playboi Carti - EVIL J0RDAN,36,8.0,1,(x2),9515551,103555445,Playboi Carti,EVIL J0RDAN,playboi carti,evil j0rdan
Eliza Rose - B.O.T.A. (Baddest Of Them All) - Edit,80,,48,,1778548,103548916,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,eliza rose,b.o.t.a. (baddest of them all) - edit
Travis Scott - Antidote,258,,50,,706068,103542214,Travis Scott,Antidote,travis scott,antidote
Drake - Sneakin’,151,,27,,1456105,103435061,Drake,Sneakin’,drake,sneakin’
Anuel AA - Keii,93,,35,,1929096,103272487,Anuel AA,Keii,anuel aa,keii
Bill Withers - Ain't No Sunshine,76,,66,,1813542,103261101,Bill Withers,Ain't No Sunshine,bill withers,ain't no sunshine
Omar Apollo - Evergreen,84,,45,,1652059,103063257,Omar Apollo,Evergreen,omar apollo,evergreen
Maisak - SE ME OLVIDA,60,,27,,2862604,102826016,Maisak,SE ME OLVIDA,maisak,se me olvida
Diplo - Be Right There,225,,53,,678155,102807808,Diplo,Be Right There,diplo,be right there
Ed Sheeran - Sing,287,,25,,582121,102718655,Ed Sheeran,Sing,ed sheeran,sing
Camila Cabello - Havana - Remix,118,,50,,1249279,102548093,Camila Cabello,Havana - Remix,camila cabello,havana - remix
Rachel Platten - Fight Song,241,,34,,796484,102525320,Rachel Platten,Fight Song,rachel platten,fight song
PEDRO SAMPAIO - JETSKI,66,,36,,2383609,102399909,PEDRO SAMPAIO,JETSKI,pedro sampaio,jetski
Bad Bunny - Enséñame a Bailar,79,,19,,4954797,102336881,Bad Bunny,Enséñame a Bailar,bad bunny,enséñame a bailar
Dimitri Vegas & Like Mike - Instagram,121,,75,,1103311,102232830,Dimitri Vegas & Like Mike,Instagram,dimitri vegas & like mike,instagram
Charli xcx - Speed Drive (From Barbie The Album),67,,37,,2222553,102178420,Charli xcx,Speed Drive (From Barbie The Album),charli xcx,speed drive (from barbie the album)
Bad Bunny - Solo de Mi,98,,32,,1625164,102148504,Bad Bunny,Solo de Mi,bad bunny,solo de mi
Armani White - BILLIE EILISH.,85,,65,,1525285,102115598,Armani White,BILLIE EILISH.,armani white,billie eilish.
Ed Sheeran - Tenerife Sea,419,,86,,494205,102086953,Ed Sheeran,Tenerife Sea,ed sheeran,tenerife sea
Blanco Brown - The Git Up,117,,61,,1197188,102067400,Blanco Brown,The Git Up,blanco brown,the git up
Juice WRLD - Lean Wit Me,126,,33,,1763266,101838305,Juice WRLD,Lean Wit Me,juice wrld,lean wit me
Bad Bunny - FINA,44,4.0,3,(x1),9781294,101721780,Bad Bunny,FINA,bad bunny,fina
Sabrina Carpenter - A Nonsense Christmas,46,,32,,6112669,101717059,Sabrina Carpenter,A Nonsense Christmas,sabrina carpenter,a nonsense christmas
Ella Henderson - Ghost,233,,24,,702088,101409114,Ella Henderson,Ghost,ella henderson,ghost
Peso Pluma - Siempre Pendientes,95,,80,,1324116,101364726,Peso Pluma,Siempre Pendientes,peso pluma,siempre pendientes
ZAYN - LIKE I WOULD,119,,22,,1567263,101333039,ZAYN,LIKE I WOULD,zayn,like i would
Tiësto - Ritual,112,,64,,1308536,101321426,Tiësto,Ritual,tiësto,ritual
Shawn Mendes - It'll Be Okay,89,,47,,1759559,101276673,Shawn Mendes,It'll Be Okay,shawn mendes,it'll be okay
Joey Montana - Picky,243,,63,,582073,101240851,Joey Montana,Picky,joey montana,picky
Kodak Black - Angel Pt. 1,46,3.0,9,,4080652,101164656,Kodak Black,Angel Pt. 1,kodak black,angel pt. 1
Drake - Energy,319,,16,,875470,101040206,Drake,Energy,drake,energy
"Taylor Swift - I Knew It, I Knew You",40,7.0,1,(x1),8777161,100755191,Taylor Swift,"I Knew It, I Knew You",taylor swift,"i knew it, i knew you"
Rauw Alejandro - Tattoo - Remix with Camilo,102,,53,,1455683,100741125,Rauw Alejandro,Tattoo - Remix with Camilo,rauw alejandro,tattoo - remix with camilo
Aaron Smith - Dancin,139,,98,,953572,100432584,Aaron Smith,Dancin,aaron smith,dancin
Playboi Carti - Sky,115,,88,,1075549,100267110,Playboi Carti,Sky,playboi carti,sky
"Feid - PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",106,,74,,1257060,100149337,Feid,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",feid,"porfa remix ( feat. maluma, nicky jam, sech) - remix"
Kodak Black - Codeine Dreaming,123,,47,,1377047,100037757,Kodak Black,Codeine Dreaming,kodak black,codeine dreaming
George Henrique & Rodrigo - Vai Lá Em Casa Hoje,100,,23,,1752066,100015266,George Henrique & Rodrigo,Vai Lá Em Casa Hoje,george henrique & rodrigo,vai lá em casa hoje
Kushagra - Finding Her,76,,89,,1508647,99979472,Kushagra,Finding Her,kushagra,finding her
Labrinth - Mount Everest,88,,35,,1607677,99971504,Labrinth,Mount Everest,labrinth,mount everest
Shakira - Acróstico,49,3.0,9,,3758478,99880513,Shakira,Acróstico,shakira,acróstico
Bibi Babydoll - Automotivo Bibi Fogosa,75,,82,,1538375,99800705,Bibi Babydoll,Automotivo Bibi Fogosa,bibi babydoll,automotivo bibi fogosa
Megan Thee Stallion - Body,89,,54,,1592149,99786684,Megan Thee Stallion,Body,megan thee stallion,body
The Kid LAROI - Thousand Miles,80,,13,,2519325,99686115,The Kid LAROI,Thousand Miles,the kid laroi,thousand miles
Post Malone - Spoil My Night,77,6.0,4,,5359543,99563977,Post Malone,Spoil My Night,post malone,spoil my night
Bad Bunny - NI BIEN NI MAL,103,,54,,1331051,99294357,Bad Bunny,NI BIEN NI MAL,bad bunny,ni bien ni mal
Lil Mosey - Stuck In A Dream,106,,30,,1758109,99265077,Lil Mosey,Stuck In A Dream,lil mosey,stuck in a dream
Wolfine - Bella - Remix,128,,71,,991715,99249738,Wolfine,Bella - Remix,wolfine,bella - remix
Jason Derulo - Goodbye,98,,44,,1533315,99223082,Jason Derulo,Goodbye,jason derulo,goodbye
One Direction - Story of My Life,78,,11,,4268457,99184985,One Direction,Story of My Life,one direction,story of my life
Gabry Ponte - Thunder,116,,77,,1368664,99095410,Gabry Ponte,Thunder,gabry ponte,thunder
SZA - Open Arms,74,,57,,2267300,98883272,SZA,Open Arms,sza,open arms
Dawin - Dessert,233,,55,,634820,98786857,Dawin,Dessert,dawin,dessert
Emmy Meli - I AM WOMAN,88,,45,,1548512,98725986,Emmy Meli,I AM WOMAN,emmy meli,i am woman
Astrid S - Hurts So Good,193,,71,,702118,98706955,Astrid S,Hurts So Good,astrid s,hurts so good
Kehlani - Nights Like This,90,,35,,1729580,98657395,Kehlani,Nights Like This,kehlani,nights like this
Clinton Kane - I GUESS I'M IN LOVE,92,,68,,1330292,98529948,Clinton Kane,I GUESS I'M IN LOVE,clinton kane,i guess i'm in love
BTS - Take Two,46,5.0,1,(x1),7279978,98421287,BTS,Take Two,bts,take two
Lady Gaga - Sour Candy,67,7.0,2,(x1),6225375,98177594,Lady Gaga,Sour Candy,lady gaga,sour candy
Lil Uzi Vert - Myron,112,,14,,3094018,98159769,Lil Uzi Vert,Myron,lil uzi vert,myron
Jimin - Set Me Free Pt.2,55,2.0,6,,4820096,98112739,Jimin,Set Me Free Pt.2,jimin,set me free pt.2
Tito Double P - AY MAMÁ,69,,93,,1661513,98033531,Tito Double P,AY MAMÁ,tito double p,ay mamá
Fujii Kaze - 死ぬのがいいわ,75,,57,,1563106,97979378,Fujii Kaze,死ぬのがいいわ,fujii kaze,死ぬのがいいわ
Young Thug - Hot (Remix),100,,29,,1756219,97936033,Young Thug,Hot (Remix),young thug,hot (remix)
Oruam - Oh Garota Eu Quero Você Só Pra Mim,62,,25,,2668400,97883230,Oruam,Oh Garota Eu Quero Você Só Pra Mim,oruam,oh garota eu quero você só pra mim
Gene Autry - Here Comes Santa Claus (Right Down Santa Claus Lane),54,,40,,4389683,97882632,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),gene autry,here comes santa claus (right down santa claus lane)
Taylor Swift - Mastermind,41,,12,,9137209,97779361,Taylor Swift,Mastermind,taylor swift,mastermind
Billie Eilish - xanny,87,1.0,7,,3829019,97689835,Billie Eilish,xanny,billie eilish,xanny
Eminem - Love The Way You Lie,74,,110,,1519794,97635771,Eminem,Love The Way You Lie,eminem,love the way you lie
MC MENOR HR - Evoque Prata,73,,50,,1929175,97630717,MC MENOR HR,Evoque Prata,mc menor hr,evoque prata
Elle King - Ex's & Oh's,235,,51,,603516,97604970,Elle King,Ex's & Oh's,elle king,ex's & oh's
Beéle - top diesel,77,,119,,1474932,97580158,Beéle,top diesel,beéle,top diesel
Ariana Grande - twilight zone,46,6.0,3,(x1),5380531,97493723,Ariana Grande,twilight zone,ariana grande,twilight zone
MXZI - MONTAGEM XONADA,74,,95,,1559661,97484535,MXZI,MONTAGEM XONADA,mxzi,montagem xonada
Marília Mendonça - Esqueça-Me Se For Capaz,94,,32,,1664646,97291155,Marília Mendonça,Esqueça-Me Se For Capaz,marília mendonça,esqueça-me se for capaz
Yuridia - Qué Agonía,88,,86,,1346353,97262690,Yuridia,Qué Agonía,yuridia,qué agonía
Ozuna - Baila Baila Baila - Remix,112,,59,,1233069,97166469,Ozuna,Baila Baila Baila - Remix,ozuna,baila baila baila - remix
The Kid LAROI - GIRLS,67,,67,,1971730,97030762,The Kid LAROI,GIRLS,the kid laroi,girls
Young Thug - Hot,91,,43,,1562255,97026659,Young Thug,Hot,young thug,hot
Foster The People - Pumped Up Kicks,150,,96,,1448440,96727264,Foster The People,Pumped Up Kicks,foster the people,pumped up kicks
The Chainsmokers - Somebody,105,,46,,1792336,96713967,The Chainsmokers,Somebody,the chainsmokers,somebody
Future - Fine China,104,,15,,2612845,96526818,Future,Fine China,future,fine china
Kris Kross Amsterdam - Whenever,103,,42,,1515716,96333321,Kris Kross Amsterdam,Whenever,kris kross amsterdam,whenever
Kenshi Yonezu - KICK BACK,81,,47,,1635207,96331584,Kenshi Yonezu,KICK BACK,kenshi yonezu,kick back
Ed Sheeran - What Do I Know?,98,,12,,3290719,96113341,Ed Sheeran,What Do I Know?,ed sheeran,what do i know?
MKTO - Classic,252,,21,,953384,96075175,MKTO,Classic,mkto,classic
Drake - Mob Ties,82,1.0,10,,6018735,96031675,Drake,Mob Ties,drake,mob ties
Yng Lvcas - La Bebe,74,,64,,1788917,96015652,Yng Lvcas,La Bebe,yng lvcas,la bebe
PEDRO SAMPAIO - DANÇARINA,82,,24,,1941754,95931225,PEDRO SAMPAIO,DANÇARINA,pedro sampaio,dançarina
Luke Christopher - Lot to Learn,137,,57,,940792,95927613,Luke Christopher,Lot to Learn,luke christopher,lot to learn
Don Omar - Te Quiero Pa´Mi,189,,133,,620135,95923663,Don Omar,Te Quiero Pa´Mi,don omar,te quiero pa´mi
Morgan Wallen - Love Somebody,59,,18,,3510411,95902501,Morgan Wallen,Love Somebody,morgan wallen,love somebody
Em Beihold - Numb Little Bug,95,,62,,1218377,95711859,Em Beihold,Numb Little Bug,em beihold,numb little bug
Ozuna - Tu Foto,116,,63,,961292,95607234,Ozuna,Tu Foto,ozuna,tu foto
V - Rainy Days,56,,12,,3576108,95570340,V,Rainy Days,v,rainy days
Quavo - Tough,47,,16,,3438965,95525503,Quavo,Tough,quavo,tough
Jimin - Smeraldo Garden Marching Band,35,3.0,4,,6625387,95226945,Jimin,Smeraldo Garden Marching Band,jimin,smeraldo garden marching band
King Princess - 1950,110,,54,,1229564,95139270,King Princess,1950,king princess,1950
Shae Gill - Pasoori,103,,89,,1142809,95131237,Shae Gill,Pasoori,shae gill,pasoori
Sabrina Carpenter - House Tour,50,,15,,4135450,94964154,Sabrina Carpenter,House Tour,sabrina carpenter,house tour
Avicii - Heaven,74,1.0,6,,3339581,94962901,Avicii,Heaven,avicii,heaven
Drake - Know Yourself,286,,22,,745508,94896540,Drake,Know Yourself,drake,know yourself
LAUV - Mean It,86,,24,,1856275,94882058,LAUV,Mean It,lauv,mean it
NLE Choppa - Camelot,88,,46,,1461300,94846197,NLE Choppa,Camelot,nle choppa,camelot
Myke Towers - Si Se Da - Remix,111,,61,,1198391,94739913,Myke Towers,Si Se Da - Remix,myke towers,si se da - remix
James Arthur - Naked,122,,70,,1035553,94710463,James Arthur,Naked,james arthur,naked
"Lil Baby - Never Recover (Lil Baby & Gunna, Drake)",98,,15,,2457436,94674615,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",lil baby,"never recover (lil baby & gunna, drake)"
Yandel - Explícale,146,,92,,803485,94646021,Yandel,Explícale,yandel,explícale
Billie Eilish - Lost Cause,66,1.0,10,,4133823,94584088,Billie Eilish,Lost Cause,billie eilish,lost cause
Fifth Harmony - Down,106,,49,,1416901,94548383,Fifth Harmony,Down,fifth harmony,down
"Bizarrap - Natanael Cano: Bzrp Music Sessions, Vol. 59",41,1.0,10,,4574307,94477485,Bizarrap,"Natanael Cano: Bzrp Music Sessions, Vol. 59",bizarrap,"natanael cano: bzrp music sessions, vol. 59"
Jain - Makeba,64,,53,,1964433,94405242,Jain,Makeba,jain,makeba
Calboy - Envy Me,120,,88,,984322,94402452,Calboy,Envy Me,calboy,envy me
Ava Max - Salt,104,,63,,1192430,94401169,Ava Max,Salt,ava max,salt
Gente De Zona - La Gozadera,314,,69,,462628,94384746,Gente De Zona,La Gozadera,gente de zona,la gozadera
Dionela - sining,59,,59,,1867656,94325894,Dionela,sining,dionela,sining
Disney - Zoo,70,,78,,1680505,94292435,Disney,Zoo,disney,zoo
Linkin Park - Somewhere I Belong,75,,63,,1403458,94222785,Linkin Park,Somewhere I Belong,linkin park,somewhere i belong
Ed Sheeran - Antisocial,61,8.0,6,,4265602,94212394,Ed Sheeran,Antisocial,ed sheeran,antisocial
Metallica - Master Of Puppets,64,,12,,2766757,94189680,Metallica,Master Of Puppets,metallica,master of puppets
Tom Grennan - Little Bit of Love,111,,108,,1011207,94090902,Tom Grennan,Little Bit of Love,tom grennan,little bit of love
