Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean,Unnamed: 0.1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artists_clean,track_name_clean
Taylor Swift - Wildest Dreams,17,,120,,1341859,12601597,Taylor Swift,Wildest Dreams,taylor swift,wildest dreams,81658.0,3fVnlF4pGqWI9flVENcT28,Taylor Swift,1989,Wildest Dreams,80.0,220440.0,False,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,4.0,pop,taylor swift,wildest dreams
XXXTENTACION - Sauce!,14,,64,,1259195,12493544,XXXTENTACION,Sauce!,xxxtentacion,sauce!,33121.0,3jq1RpStaB1YGyN3rRZGca,XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 4",Sauce!,64.0,144724.0,True,0.68,0.313,3.0,-13.672,0.0,0.0347,0.582,0.0,0.19,0.405,135.034,4.0,emo,xxxtentacion,sauce!
ABBA - Don't Shut Me Down,11,,46,,2340400,12468123,ABBA,Don't Shut Me Down,abba,don't shut me down,106046.0,2RGHyqxfD4jVipJCL02ALC,ABBA,pov: it's 2021,Don't Shut Me Down,0.0,238800.0,False,0.719,0.604,0.0,-7.395,1.0,0.0281,0.105,0.0,0.107,0.565,99.993,4.0,swedish,abba,don't shut me down
Linkin Park - What I've Done,16,,28,,1969449,12453714,Linkin Park,What I've Done,linkin park,what i've done,3053.0,4wfyFIRnxdIN0v4OGtXcX3,Linkin Park,Minutes to Midnight,What I've Done,58.0,205613.0,False,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4.0,alternative,linkin park,what i've done
Bob Marley & The Wailers - Could You Be Loved,10,,144,,1375696,12428595,Bob Marley & The Wailers,Could You Be Loved,bob marley & the wailers,could you be loved,88664.0,5O4erNlJ74PIF6kGol1ZrC,Bob Marley & The Wailers,Uprising,Could You Be Loved,78.0,237000.0,False,0.916,0.72,0.0,-8.548,1.0,0.1,0.36,0.00016,0.0958,0.76,103.312,4.0,reggae,bob marley & the wailers,could you be loved
6ix9ine - GOTTI,18,,105,,836234,12374413,6ix9ine,GOTTI,6ix9ine,gotti,33159.0,27oFpFktCq9JIXjJQRuv7a,6ix9ine,Day69: Graduation Day,GOTTI,65.0,166851.0,True,0.728,0.584,10.0,-7.255,0.0,0.176,0.0524,0.0,0.0658,0.365,161.9,4.0,emo,6ix9ine,gotti
MC Kevinho - Olha a Explosão,24,,121,,635727,12318516,MC Kevinho,Olha a Explosão,mc kevinho,olha a explosão,37554.0,6Q4foUefrAyCt8VxJFML56,MC Kevinho,Olha A Explosão,Olha A Explosão,70.0,162053.0,False,0.778,0.635,6.0,-2.892,1.0,0.112,0.107,0.0,0.0608,0.379,90.008,4.0,funk,mc kevinho,olha a explosão
"XXXTENTACION - ALONE, PART 3",14,,42,,1772638,12238320,XXXTENTACION,"ALONE, PART 3",xxxtentacion,"alone, part 3",33056.0,2oe6dDthgthqUkfL3czpEd,XXXTENTACION,?,"ALONE, PART 3",66.0,109986.0,False,0.61,0.258,0.0,-12.758,1.0,0.0331,0.883,0.0145,0.103,0.164,127.08,4.0,emo,xxxtentacion,"alone, part 3"
Rita Ora - Poison,38,,63,,449428,12220690,Rita Ora,Poison,rita ora,poison,30660.0,73ucpKq91TuejrLHgzDNHK,Rita Ora,Poison,Poison,68.0,202906.0,False,0.579,0.738,10.0,-5.711,1.0,0.0542,0.0821,1.52e-06,0.232,0.431,124.023,4.0,edm,rita ora,poison
Zach Bryan - Heading South,10,,179,,1332320,12189474,Zach Bryan,Heading South,zach bryan,heading south,19048.0,3qFSZXYoXpyjTvlG4jX9hJ,Zach Bryan,Single Saturday Night - Country Songs,Heading South,0.0,210304.0,True,0.617,0.378,4.0,-7.108,1.0,0.0662,0.808,2.33e-05,0.179,0.345,98.299,4.0,country,zach bryan,heading south
J Balvin - Tu Veneno,14,,98,,1107301,12004231,J Balvin,Tu Veneno,j balvin,tu veneno,67127.0,1oF3cqTJws6BixRDsyz0HU,J Balvin,Frescura y Perreo,Tu Veneno,3.0,157320.0,False,0.664,0.659,10.0,-4.232,0.0,0.0873,0.0625,0.00024,0.0874,0.797,175.826,4.0,latin,j balvin,tu veneno
Bonnie Tyler - Total Eclipse of the Heart,8,,42,,2127168,11947489,Bonnie Tyler,Total Eclipse of the Heart,bonnie tyler,total eclipse of the heart,25102.0,7wuJGgpTNzbUyn26IOY6rj,Bonnie Tyler,The Very Best of Bonnie Tyler,Total Eclipse of the Heart,77.0,267360.0,False,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,4.0,disco,bonnie tyler,total eclipse of the heart
Lil Peep - Save That Shit,19,,63,,1076938,11846881,Lil Peep,Save That Shit,lil peep,save that shit,33066.0,0S0vWvyZ6Rc79TXkWxT9QA,Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,78.0,231546.0,True,0.534,0.583,2.0,-8.672,1.0,0.0288,0.0262,0.0,0.421,0.145,106.0,4.0,emo,lil peep,save that shit
Dan + Shay - Tequila,20,,146,,690347,11817779,Dan + Shay,Tequila,dan + shay,tequila,19701.0,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,Tequila,72.0,196746.0,False,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,4.0,country,dan + shay,tequila
Lil Tjay - Beat the Odds,11,,60,,1609650,11725466,Lil Tjay,Beat the Odds,lil tjay,beat the odds,87010.0,2BJWxD8xKrDv8vneTvTIm9,Lil Tjay,Beat the Odds,Beat the Odds,81.0,150000.0,True,0.498,0.625,8.0,-7.452,0.0,0.342,0.054,0.0,0.175,0.478,84.821,4.0,r-n-b,lil tjay,beat the odds
"Toby Keith - Courtesy Of The Red, White And Blue (The Angry American)",6,1.0,6,,3640405,11715732,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",toby keith,"courtesy of the red, white and blue (the angry american)",19349.0,5fSKILoPQapUmvK0rRpKsj,Toby Keith,Country USA,"Courtesy Of The Red, White And Blue (The Angry American)",0.0,195480.0,False,0.426,0.674,2.0,-5.529,1.0,0.0452,0.48,1.32e-06,0.0784,0.378,110.399,4.0,country,toby keith,"courtesy of the red, white and blue (the angry american)"
BTS - Intro : Persona,11,,39,,1859481,11623299,BTS,Intro : Persona,bts,intro : persona,65847.0,2GXWzWPsYlTZcvVW8JIu69,BTS,MAP OF THE SOUL : PERSONA,Intro : Persona,64.0,171023.0,False,0.486,0.871,9.0,-4.475,0.0,0.337,0.0278,0.0,0.313,0.659,85.411,4.0,k-pop,bts,intro : persona
Lynyrd Skynyrd - Sweet Home Alabama,12,,45,,2011120,11586593,Lynyrd Skynyrd,Sweet Home Alabama,lynyrd skynyrd,sweet home alabama,8008.0,7ho8AmAGyByBomWJPwThKX,Lynyrd Skynyrd,Sweet Home Alabama,Sweet Home Alabama,2.0,285373.0,False,0.614,0.724,7.0,-7.521,1.0,0.0247,0.217,0.000256,0.146,0.902,97.863,4.0,blues,lynyrd skynyrd,sweet home alabama
SiM - The Rumbling (TV Size),14,,108,,974623,11574325,SiM,The Rumbling (TV Size),sim,the rumbling (tv size),63013.0,0KCSJzsQVxkloxoT7dyrqV,SiM,The Rumbling (TV Size),The Rumbling (TV Size),66.0,90265.0,False,0.408,0.875,8.0,-1.536,1.0,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,4.0,j-rock,sim,the rumbling (tv size)
Diana Ross - Upside Down,9,,135,,1608932,11302946,Diana Ross,Upside Down,diana ross,upside down,25027.0,2koluJQJMBHkhQQ7YNYIGm,Diana Ross,Disco Boogie Mood,Upside Down,2.0,243493.0,False,0.883,0.923,0.0,-6.102,1.0,0.0757,0.145,0.0396,0.0407,0.896,108.189,4.0,disco,diana ross,upside down
BTS - 00:00 (Zero O’Clock),10,,42,,1919934,11265771,BTS,00:00 (Zero O’Clock),bts,00:00 (zero o’clock),65237.0,6fqaMyg066xlukvUJWdM2T,BTS,MAP OF THE SOUL : 7,00:00 (Zero O’Clock),72.0,250295.0,False,0.56,0.547,1.0,-6.456,1.0,0.0675,0.0806,0.0,0.11,0.199,157.962,4.0,k-pop,bts,00:00 (zero o’clock)
Daya - Insomnia,16,,146,,760285,11104433,Daya,Insomnia,daya,insomnia,30858.0,7hzlzoOwCZ4D3Ow5YZK4kj,Daya,Insomnia,Insomnia,65.0,179745.0,False,0.754,0.653,7.0,-5.095,1.0,0.0611,0.0944,0.0,0.383,0.379,123.084,4.0,edm,daya,insomnia
The Cranberries - Zombie,12,,33,,1570384,11049648,The Cranberries,Zombie,the cranberries,zombie,91523.0,5QuGjFrnKqRnyOVIanRAgP,The Cranberries,Fiesta temática 90s,Zombie,0.0,307440.0,False,0.252,0.738,7.0,-5.326,1.0,0.0446,0.0145,0.000497,0.375,0.256,165.187,4.0,rock,the cranberries,zombie
Avicii - Gonna Love Ya,41,,109,,341719,11044642,Avicii,Gonna Love Ya,avicii,gonna love ya,20579.0,0WUKrS8cEBOV5VSX6PAYLa,Avicii,Autumn Vibes 2022,Gonna Love Ya,0.0,215813.0,False,0.718,0.666,3.0,-6.624,0.0,0.0488,0.158,0.103,0.129,0.702,100.002,4.0,dance,avicii,gonna love ya
XXXTENTACION - I don’t let go,8,,14,,2617820,11020903,XXXTENTACION,I don’t let go,xxxtentacion,i don’t let go,33120.0,4axYWgXASdsCBHuwInAubT,XXXTENTACION,SKINS,I don’t let go,65.0,121630.0,True,0.797,0.293,5.0,-7.479,1.0,0.08,0.591,0.0724,0.148,0.478,80.035,4.0,emo,xxxtentacion,i don’t let go
Rammstein - Deutschland,12,,62,,1455000,10949528,Rammstein,Deutschland,rammstein,deutschland,2961.0,2bPGTMB5sFfFYQ2YvSmup0,Rammstein,Rammstein,Deutschland,77.0,322339.0,False,0.521,0.895,7.0,-5.242,1.0,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4.0,alt-rock,rammstein,deutschland
Stray Kids - CASE 143,10,,54,,1597790,10807258,Stray Kids,CASE 143,stray kids,case 143,65161.0,3O8G8eVrhfXTGttyQ1xVuq,Stray Kids,MAXIDENT,CASE 143,82.0,191964.0,False,0.812,0.89,6.0,-2.661,0.0,0.209,0.0961,0.0,0.0222,0.69,100.006,4.0,k-pop,stray kids,case 143
ABBA - The Winner Takes It All,9,,173,,1423210,10708103,ABBA,The Winner Takes It All,abba,the winner takes it all,106033.0,5LqbOfXFftWCXE9bqKbpvz,ABBA,80s Bangers Vol. 1,The Winner Takes It All,3.0,295280.0,False,0.429,0.789,6.0,-6.446,1.0,0.0346,0.226,0.00568,0.0474,0.467,125.613,4.0,swedish,abba,the winner takes it all
Adele - Chasing Pavements,14,,72,,1296775,10638977,Adele,Chasing Pavements,adele,chasing pavements,11050.0,0Z5ok0QLLttAKsujOZYOXf,Adele,19,Chasing Pavements,74.0,210506.0,False,0.616,0.47,5.0,-6.092,0.0,0.0253,0.291,0.0,0.111,0.325,80.03,4.0,british,adele,chasing pavements
"Halsey - I am not a woman, I'm a god",9,,43,,1697197,10225584,Halsey,"I am not a woman, I'm a god",halsey,"i am not a woman, i'm a god",56576.0,3XKjZcgNYtvCmBpE1nX7Wn,Halsey,"If I Can’t Have Love, I Want Power","I am not a woman, I'm a god",63.0,176413.0,False,0.517,0.7,6.0,-6.568,0.0,0.0452,0.00375,0.0385,0.0634,0.518,179.986,4.0,indie-pop,halsey,"i am not a woman, i'm a god"
Alan Walker - The Spectre,21,,179,,544453,10185710,Alan Walker,The Spectre,alan walker,the spectre,31083.0,2DGa7iaidT5s0qnINlwMjJ,Alan Walker,The Spectre,The Spectre,72.0,193787.0,False,0.654,0.711,1.0,-7.437,0.0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,4.0,electro,alan walker,the spectre
Frank Ocean - Chanel,15,,70,,941480,10088046,Frank Ocean,Chanel,frank ocean,chanel,103150.0,6Nle9hKrkL1wQpwNfEkxjh,Frank Ocean,Chanel,Chanel,79.0,210285.0,True,0.776,0.503,0.0,-5.732,0.0,0.237,0.874,0.0,0.112,0.473,110.134,4.0,soul,frank ocean,chanel
Justin Bieber - Come Around Me,8,,32,,2234097,10086475,Justin Bieber,Come Around Me,justin bieber,come around me,81314.0,0Jj3HijYvpp6UBVJeQPNQh,Justin Bieber,pov: it's 2020,Come Around Me,0.0,200773.0,False,0.648,0.681,2.0,-8.389,0.0,0.0379,0.263,0.00761,0.0971,0.766,157.944,4.0,pop,justin bieber,come around me
Halsey - So Good,9,,59,,1635208,10039150,Halsey,So Good,halsey,so good,20806.0,6kxaaIeowajN7w21PfMLbu,Halsey,So Good,So Good,77.0,176058.0,False,0.576,0.627,3.0,-4.649,0.0,0.0449,0.0385,0.0,0.181,0.311,164.998,4.0,dance,halsey,so good
BTS - Airplane pt.2,13,,60,,1203487,9962623,BTS,Airplane pt.2,bts,airplane pt.2,65228.0,4lAE47gj539h8R1yxPhhGG,BTS,Love Yourself 轉 'Tear',Airplane pt.2,72.0,218614.0,False,0.77,0.817,0.0,-4.092,0.0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4.0,k-pop,bts,airplane pt.2
Alessia Cara - Growing Pains,14,,91,,915449,9809956,Alessia Cara,Growing Pains,alessia cara,growing pains,31418.0,7MvUTgehqKITlwxPTNfPuU,Alessia Cara,Concierto en la ducha,Growing Pains,0.0,196533.0,False,0.354,0.753,1.0,-6.274,0.0,0.743,0.0836,0.0,0.314,0.455,191.139,4.0,electro,alessia cara,growing pains
Adele - All I Ask,11,,81,,1207172,9754921,Adele,All I Ask,adele,all i ask,11002.0,6DEMMeWXfmFAXgDUMMzeg6,Adele,25,All I Ask,74.0,271800.0,False,0.591,0.28,4.0,-5.494,1.0,0.0283,0.889,0.0,0.124,0.348,141.916,4.0,british,adele,all i ask
Stray Kids - Thunderous,11,,86,,1041995,9646389,Stray Kids,Thunderous,stray kids,thunderous,65181.0,0nwTMzpatarzvLvtwwzdCt,Stray Kids,NOEASY,Thunderous,76.0,183266.0,False,0.601,0.786,1.0,-3.706,1.0,0.234,0.213,0.0,0.209,0.79,172.156,4.0,k-pop,stray kids,thunderous
Luke Combs - The Kind of Love We Make,10,,80,,1313349,9618423,Luke Combs,The Kind of Love We Make,luke combs,the kind of love we make,19710.0,28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,82.0,224426.0,False,0.608,0.745,1.0,-4.13,1.0,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4.0,country,luke combs,the kind of love we make
Vince Guaraldi Trio - Linus And Lucy,6,,113,,2111084,9491513,Vince Guaraldi Trio,Linus And Lucy,vince guaraldi trio,linus and lucy,64682.0,5YuuJX4OkMGKuVhENvWxGv,Vince Guaraldi Trio,Best Christmas Playlist Ever 2022,Linus And Lucy,0.0,185453.0,False,0.497,0.386,8.0,-14.177,1.0,0.038,0.784,0.927,0.167,0.695,81.774,4.0,jazz,vince guaraldi trio,linus and lucy
System Of A Down - Toxicity,7,,165,,1398693,9470897,System Of A Down,Toxicity,system of a down,toxicity,3454.0,0snQkGI5qnAmohLE7jTsTn,System Of A Down,Toxicity,Toxicity,81.0,218933.0,False,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,3.0,alternative,system of a down,toxicity
LEEHI - ONLY,13,,175,,751711,9379148,LEEHI,ONLY,leehi,only,65452.0,6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,ONLY,77.0,240906.0,False,0.536,0.296,5.0,-7.451,1.0,0.0346,0.892,0.0,0.0873,0.151,122.907,3.0,k-pop,leehi,only
OneRepublic - Wanted,12,,68,,1224233,9318845,OneRepublic,Wanted,onerepublic,wanted,79152.0,6hLkeOMrhZ2CMLBp2of576,OneRepublic,Wanted,Wanted,58.0,136247.0,False,0.668,0.534,1.0,-6.586,1.0,0.0677,0.164,0.0,0.1,0.711,145.816,4.0,piano,onerepublic,wanted
Billie Eilish - Male Fantasy,8,,55,,1638949,9003801,Billie Eilish,Male Fantasy,billie eilish,male fantasy,31919.0,4ak9GGe6afmi2HbxEjvhIC,Billie Eilish,Happier Than Ever,Male Fantasy,74.0,194886.0,False,0.687,0.288,2.0,-10.415,1.0,0.045,0.863,0.0,0.0986,0.308,110.927,4.0,electro,billie eilish,male fantasy
Anuel AA - Mercedes Tintia,8,,90,,1235664,8965412,Anuel AA,Mercedes Tintia,anuel aa,mercedes tintia,68832.0,6e9Ew4AECYwY5Xgs2ZKMgp,Anuel AA,Mercedes Tintia,Mercedes Tintia,81.0,195348.0,True,0.815,0.67,11.0,-4.076,1.0,0.109,0.0902,0.000854,0.0973,0.768,172.014,4.0,latino,anuel aa,mercedes tintia
Ninho - Jefe,9,,69,,1533209,8898246,Ninho,Jefe,ninho,jefe,36326.0,6HTJgY7iWWlVLSDHsfHePf,Ninho,Jefe,Jefe,74.0,177705.0,True,0.648,0.599,7.0,-8.611,0.0,0.0799,0.474,6.81e-06,0.121,0.213,120.985,4.0,french,ninho,jefe
Red Hot Chili Peppers - Black Summer,8,,31,,1911734,8869485,Red Hot Chili Peppers,Black Summer,red hot chili peppers,black summer,2019.0,5xUhs6dlfkcxZM8zq7riYF,Red Hot Chili Peppers,Tek It - New Noise,Black Summer,1.0,232412.0,False,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0,alt-rock,red hot chili peppers,black summer
My Chemical Romance - Teenagers,12,,171,,794213,8868790,My Chemical Romance,Teenagers,my chemical romance,teenagers,33029.0,27pyhbC00sCtwKPhlQtOGe,My Chemical Romance,Timeless Rock Hits,Teenagers,2.0,161920.0,False,0.459,0.858,4.0,-3.063,1.0,0.0626,0.0506,0.0,0.184,0.855,111.682,4.0,emo,my chemical romance,teenagers
Bruce Springsteen - Born in the U.S.A.,7,,27,,2290279,8794092,Bruce Springsteen,Born in the U.S.A.,bruce springsteen,born in the u.s.a.,99833.0,0dOg1ySSI7NkpAe89Zo0b9,Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.,74.0,278680.0,False,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4.0,singer-songwriter,bruce springsteen,born in the u.s.a.
J Balvin - Rosa,9,,44,,1958001,8789211,J Balvin,Rosa,j balvin,rosa,67166.0,6oJWYwInc2wnjNLUW4Vx0T,J Balvin,Halloween 2022 Pop Vol. 5,Rosa,3.0,190253.0,False,0.637,0.583,9.0,-5.686,0.0,0.258,0.258,8.19e-05,0.367,0.305,176.025,4.0,latin,j balvin,rosa
Of Monsters and Men - Little Talks,61,,146,,154630,8787179,Of Monsters and Men,Little Talks,of monsters and men,little talks,34187.0,7xgGHigPZUBKc4neD74lpG,Of Monsters and Men,10's Music Grandi Successi,Little Talks,0.0,266333.0,False,0.446,0.76,1.0,-4.725,1.0,0.0321,0.0159,0.0,0.319,0.346,103.295,4.0,folk,of monsters and men,little talks
Justin Bieber - All Around Me,7,,24,,2434300,8779823,Justin Bieber,All Around Me,justin bieber,all around me,81317.0,1JyC0QIAcBdBZPtrv1glty,Justin Bieber,pov: it's 2020,All Around Me,0.0,136906.0,False,0.53,0.438,3.0,-7.564,1.0,0.0372,0.811,0.0,0.212,0.694,117.148,4.0,pop,justin bieber,all around me
Arctic Monkeys - Four Out Of Five,8,,17,,2299291,8739826,Arctic Monkeys,Four Out Of Five,arctic monkeys,four out of five,38069.0,5Z5nbOXhsSbySVC7WUc6y9,Arctic Monkeys,Tranquility Base Hotel & Casino,Four Out Of Five,61.0,312346.0,False,0.601,0.863,0.0,-4.31,1.0,0.0685,0.0626,0.0,0.0717,0.676,130.189,4.0,garage,arctic monkeys,four out of five
Bazzi - No Way!,12,,80,,1066749,8684514,Bazzi,No Way!,bazzi,no way!,31371.0,4MlI2hVQcZ1B25TZyOqu2W,Bazzi,New RnB,No Way!,0.0,112105.0,True,0.665,0.709,1.0,-4.117,0.0,0.0407,0.174,0.0,0.142,0.358,76.058,4.0,electro,bazzi,no way!
BTS - Moon,8,,56,,1635935,8609433,BTS,Moon,bts,moon,65343.0,6KhAXXgDtEEahVzATvFNcn,BTS,MAP OF THE SOUL : 7,Moon,70.0,208589.0,False,0.704,0.646,6.0,-6.658,1.0,0.0596,0.0104,0.0,0.191,0.64,141.87,4.0,k-pop,bts,moon
Mimi Webb - Good Without,12,,177,,756066,8604233,Mimi Webb,Good Without,mimi webb,good without,99521.0,15OCqNPYoLziEAsbVnqRj5,Mimi Webb,Good Without,Good Without,69.0,182121.0,False,0.616,0.576,11.0,-5.495,0.0,0.0532,0.0723,0.0,0.375,0.269,89.962,4.0,singer-songwriter,mimi webb,good without
Anitta - Boys Don't Cry,9,,53,,1492046,8598505,Anitta,Boys Don't Cry,anitta,boys don't cry,37005.0,5yY7mLBGMrTvG1VldsiWEP,Anitta,Am I Ready - Pop Night Out,Boys Don't Cry,2.0,135046.0,False,0.594,0.874,5.0,-3.598,1.0,0.0387,0.00166,0.0,0.148,0.646,164.163,4.0,funk,anitta,boys don't cry
BTS - Friends,7,,48,,1821831,8587944,BTS,Friends,bts,friends,65238.0,5RjUtRlDonw3TBgGGMLC5b,BTS,MAP OF THE SOUL : 7,Friends,71.0,199338.0,False,0.55,0.747,1.0,-5.211,1.0,0.0407,0.0668,0.0,0.0536,0.649,79.979,4.0,k-pop,bts,friends
Cigarettes After Sex - Sunsetz,7,,162,,1285520,8497460,Cigarettes After Sex,Sunsetz,cigarettes after sex,sunsetz,4005.0,0SpkyS1Q4MD8GaVcP5YjT4,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,78.0,215150.0,False,0.405,0.479,5.0,-9.396,1.0,0.0301,0.0527,0.795,0.0974,0.131,75.37,4.0,ambient,cigarettes after sex,sunsetz
XXXTENTACION - what are you so afraid of,7,,21,,2314446,8493682,XXXTENTACION,what are you so afraid of,xxxtentacion,what are you so afraid of,33061.0,57nOpVSc3j9o03Cr928ZM4,XXXTENTACION,SKINS,what are you so afraid of,66.0,150769.0,False,0.639,0.312,0.0,-9.902,1.0,0.0301,0.774,0.469,0.0857,0.347,103.369,4.0,emo,xxxtentacion,what are you so afraid of
Tracy Chapman - Fast Car,6,,113,,1524911,8446771,Tracy Chapman,Fast Car,tracy chapman,fast car,34310.0,2M9ro2krNb7nr7HSprkEgo,Tracy Chapman,Tracy Chapman,Fast Car,78.0,296800.0,False,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,4.0,folk,tracy chapman,fast car
John Mayer - Last Train Home,9,,56,,1592287,8443065,John Mayer,Last Train Home,john mayer,last train home,99470.0,0tgBtQ0ISnMQOKorrN9HLX,John Mayer,Sob Rock,Last Train Home,69.0,187306.0,False,0.591,0.831,4.0,-6.612,1.0,0.0355,0.235,0.00142,0.0571,0.678,93.007,4.0,singer-songwriter,john mayer,last train home
twocolors - Lovefool,12,,134,,1057468,8345901,twocolors,Lovefool,twocolors,lovefool,30729.0,51Of5p3lKZeOg6itfs4og4,twocolors,Lovefool,Lovefool,72.0,190487.0,False,0.677,0.766,6.0,-6.896,1.0,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4.0,edm,twocolors,lovefool
BTS - We are Bulletproof : the Eternal,7,,54,,1693464,8222713,BTS,We are Bulletproof : the Eternal,bts,we are bulletproof : the eternal,65191.0,133ocfbXXG4HTk76qgSeUb,BTS,MAP OF THE SOUL : 7,We are Bulletproof : the Eternal,71.0,261542.0,False,0.522,0.574,9.0,-5.225,0.0,0.0317,0.224,0.0,0.108,0.176,84.044,4.0,k-pop,bts,we are bulletproof : the eternal
Becky G - Lovin' So Hard,41,,138,,241122,8176493,Becky G,Lovin' So Hard,becky g,lovin' so hard,89801.0,5EnCFISDzoIMWMaicJxxX9,Becky G,Lovin' So Hard,Lovin' So Hard,46.0,221453.0,False,0.603,0.828,9.0,-5.664,1.0,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,4.0,reggaeton,becky g,lovin' so hard
BTS - Inner Child,7,,51,,1774579,8119818,BTS,Inner Child,bts,inner child,65331.0,25MHcbjvSdcfTiFgbKJiZF,BTS,MAP OF THE SOUL : 7,Inner Child,70.0,233265.0,False,0.589,0.696,11.0,-7.981,1.0,0.0725,0.017,0.0,0.0808,0.33,134.953,4.0,k-pop,bts,inner child
Arctic Monkeys - There’d Better Be A Mirrorball,6,,35,,1881307,8071664,Arctic Monkeys,There’d Better Be A Mirrorball,arctic monkeys,there’d better be a mirrorball,38017.0,0yowbJnnbTLpr99f9l1uba,Arctic Monkeys,There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,77.0,265798.0,False,0.513,0.369,3.0,-10.899,1.0,0.0307,0.634,0.0139,0.186,0.311,72.062,4.0,garage,arctic monkeys,there’d better be a mirrorball
Becky G - Can't Stop Dancin',46,,110,,217979,8015700,Becky G,Can't Stop Dancin',becky g,can't stop dancin',88955.0,5NetSTs4dgiR6GLrZOQcwJ,Becky G,Can't Stop Dancin',Can't Stop Dancin',61.0,198852.0,False,0.645,0.669,0.0,-7.946,0.0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,4.0,reggae,becky g,can't stop dancin'
XXXTENTACION - Train food,6,,12,,2757463,7998519,XXXTENTACION,Train food,xxxtentacion,train food,33331.0,5lar0mCUejpILVkAz50s2J,XXXTENTACION,SKINS,Train food,58.0,164082.0,True,0.492,0.712,9.0,-7.278,0.0,0.691,0.564,9.1e-05,0.357,0.23,137.453,3.0,emo,xxxtentacion,train food
6ix9ine - YAYA,10,,106,,1004881,7976182,6ix9ine,YAYA,6ix9ine,yaya,33358.0,6EfBMJQwe2xLgldra6DaYp,6ix9ine,YAYA,YAYA,57.0,149857.0,True,0.672,0.733,11.0,-5.377,1.0,0.0566,0.00289,0.0,0.199,0.354,105.043,4.0,emo,6ix9ine,yaya
BTS - Anpanman,11,,77,,1045107,7773431,BTS,Anpanman,bts,anpanman,65338.0,34OSqW5ULWxmCEMjJ1ZgVW,BTS,Love Yourself 轉 'Tear',Anpanman,70.0,232966.0,False,0.813,0.876,1.0,-2.92,0.0,0.0922,0.024,0.0,0.287,0.757,98.989,4.0,k-pop,bts,anpanman
Amy Winehouse - Back To Black,6,,169,,1343553,7693519,Amy Winehouse,Back To Black,amy winehouse,back to black,11015.0,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81.0,241293.0,True,0.403,0.422,7.0,-13.964,0.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4.0,british,amy winehouse,back to black
Anne-Marie - Birthday,9,,90,,1066571,7506792,Anne-Marie,Birthday,anne-marie,birthday,53865.0,5hff5RQeE84pznOt8WEWeO,Anne-Marie,Birthday,Birthday,61.0,181466.0,False,0.609,0.785,11.0,-3.32,1.0,0.0891,0.0502,0.0,0.171,0.756,151.995,4.0,house,anne-marie,birthday
XXXTENTACION - Floor 555,9,,62,,1312533,7458584,XXXTENTACION,Floor 555,xxxtentacion,floor 555,33082.0,6r7ULK6c5CLVvImjTIztl1,XXXTENTACION,?,Floor 555,71.0,93447.0,True,0.695,0.686,9.0,-8.147,0.0,0.0478,0.000424,0.0023,0.365,0.354,105.219,4.0,emo,xxxtentacion,floor 555
